name,n,constructive method, constructive distance, constructive calc time, local search method, localsearch distance, localsearch time, alpha, random seed
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),8396311.00,3.450955,None,0.00,0.000003,14,16
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),9418752.00,3.491681,None,0.00,0.000001,16,16
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),10543542.00,3.491345,None,0.00,0.000002,18,16
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),11566302.00,3.514787,None,0.00,0.000002,20,16
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),6254776.00,3.357704,None,0.00,0.000001,10,17
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),7307714.00,3.407646,None,0.00,0.000001,12,17
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),8481214.00,3.443656,None,0.00,0.000003,14,17
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),9490039.00,3.464828,None,0.00,0.000001,16,17
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),10516882.00,3.505691,None,0.00,0.000002,18,17
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),11587290.00,3.521448,None,0.00,0.000001,20,17
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),6257669.00,3.386612,None,0.00,0.000001,10,18
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),7388362.00,3.384213,None,0.00,0.000002,12,18
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),8447735.00,3.421682,None,0.00,0.000001,14,18
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),9512203.00,3.504756,None,0.00,0.000001,16,18
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),10547213.00,3.528025,None,0.00,0.000001,18,18
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),11575860.00,3.535336,None,0.00,0.000001,20,18
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),6203206.00,3.385345,None,0.00,0.000001,10,19
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),7385546.00,3.414582,None,0.00,0.000003,12,19
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),8385330.00,3.408974,None,0.00,0.000002,14,19
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),9490168.00,3.515743,None,0.00,0.000001,16,19
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),10545911.00,3.557072,None,0.00,0.000001,18,19
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),11543652.00,3.581540,None,0.00,0.000003,20,19
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),6257602.00,3.376076,None,0.00,0.000001,10,20
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),7352272.00,3.464101,None,0.00,0.000002,12,20
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),8447688.00,3.480459,None,0.00,0.000001,14,20
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),9430965.00,3.542393,None,0.00,0.000002,16,20
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),10580790.00,3.483203,None,0.00,0.000001,18,20
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),11467938.00,3.531445,None,0.00,0.000001,20,20
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),6246743.00,3.403783,None,0.00,0.000002,10,21
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),7336427.00,3.390239,None,0.00,0.000001,12,21
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),8430871.00,3.462327,None,0.00,0.000002,14,21
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),9445547.00,3.482060,None,0.00,0.000001,16,21
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),10484847.00,3.508484,None,0.00,0.000001,18,21
instances/large/brd14051.tsp,14051,Random Nearest Neighbor (RNN),11556019.00,3.595033,None,0.00,0.000001,20,21
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),351015631.00,3.200128,None,0.00,0.000002,10,22
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),420524505.00,3.206738,None,0.00,0.000002,12,22
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),480201983.00,3.279755,None,0.00,0.000001,14,22
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),546294036.00,3.309320,None,0.00,0.000003,16,22
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),604890243.00,3.341889,None,0.00,0.000001,18,22
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),672072425.00,3.392752,None,0.00,0.000002,20,22
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),355414153.00,3.198868,None,0.00,0.000001,10,23
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),421163315.00,3.213847,None,0.00,0.000000,12,23
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),482728467.00,3.277248,None,0.00,0.000002,14,23
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),541853523.00,3.322014,None,0.00,0.000001,16,23
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),608318566.00,3.319760,None,0.00,0.000001,18,23
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),660905314.00,3.400974,None,0.00,0.000001,20,23
