name,n,constructive method, constructive distance, constructive calc time, local search method, localsearch distance, localsearch time, alpha, random seed
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),405457.00,0.021711,None,0.00,0.000002,20,18
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),235814.00,0.019933,None,0.00,0.000001,10,19
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),272477.00,0.020425,None,0.00,0.000001,12,19
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),304932.00,0.022030,None,0.00,0.000001,14,19
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),350552.00,0.021618,None,0.00,0.000001,16,19
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),369384.00,0.020451,None,0.00,0.000001,18,19
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),407390.00,0.020724,None,0.00,0.000002,20,19
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),230726.00,0.020667,None,0.00,0.000002,10,20
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),267701.00,0.021386,None,0.00,0.000001,12,20
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),307811.00,0.020095,None,0.00,0.000001,14,20
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),345056.00,0.022770,None,0.00,0.000001,16,20
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),382244.00,0.021038,None,0.00,0.000003,18,20
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),403549.00,0.022204,None,0.00,0.000002,20,20
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),229888.00,0.020033,None,0.00,0.000001,10,21
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),276358.00,0.021286,None,0.00,0.000001,12,21
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),309679.00,0.021451,None,0.00,0.000001,14,21
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),344847.00,0.021668,None,0.00,0.000001,16,21
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),375559.00,0.021530,None,0.00,0.000001,18,21
instances/medium/pcb1173.tsp,1173,Random Nearest Neighbor (RNN),421256.00,0.023343,None,0.00,0.000002,20,21
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1488397.00,0.031981,None,0.00,0.000001,10,22
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1758785.00,0.027645,None,0.00,0.000001,12,22
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1963426.00,0.027422,None,0.00,0.000001,14,22
